State,Region,City,Year,Population,"Violent
crime",Nonviolent,Murder,Forcible rape,Robbery,Aggravated assault,Property,Burglary,Larceny/theft,Motor vehicle theft,Arson2
WASHINGTON,WEST,TACOMA,2009,196851,968,12829,4,78,323,631,6716,1505,4245,810,38
WASHINGTON,WEST,TACOMA,2010,200788,987,13086,4,84,330,650,6915,1478,4716,874,39
WASHINGTON,WEST,TACOMA,2011,204804,1007,13348,4,87,346,651,6787,1610,4504,875,40
WASHINGTON,WEST,TACOMA,2012,208900,1027,13614,4,87,342,621,6991,1538,4817,859,44
WASHINGTON,WEST,VANCOUVER,2008,163574,265,6350,0,49,70,162,3320,460,2160,718,28
WASHINGTON,WEST,VANCOUVER,2009,163574,309,5873,3,67,75,187,3102,463,2122,490,22
WASHINGTON,WEST,VANCOUVER,2010,166845,315,5990,3,68,76,175,3045,459,2311,468,23
WASHINGTON,WEST,VANCOUVER,2011,170182,321,6110,3,68,83,185,3197,460,2207,505,22
WASHINGTON,WEST,VANCOUVER,2012,173586,327,6232,3,67,80,182,3137,483,2405,477,22
WISCONSIN,MIDWEST,GREEN BAY,2008,100531,223,2624,1,29,47,157,1426,266,1061,71,9
WISCONSIN,MIDWEST,GREEN BAY,2009,100531,217,2499,0,35,39,162,1365,275,967,63,19
WISCONSIN,MIDWEST,GREEN BAY,2010,102542,221,2548,0,35,40,152,1329,291,958,67,18
WISCONSIN,MIDWEST,GREEN BAY,2011,104593,225,2598,0,35,43,161,1381,285,977,68,18
WISCONSIN,MIDWEST,GREEN BAY,2012,106685,230,2650,0,37,43,170,1330,300,987,68,19
WISCONSIN,MIDWEST,MADISON,2008,231231,440,7997,4,31,176,250,4097,1133,2857,269,42
WISCONSIN,MIDWEST,MADISON,2009,231231,397,6956,1,16,166,239,3594,593,2900,155,48
WISCONSIN,MIDWEST,MADISON,2010,235856,405,7095,1,16,164,234,3560,639,3042,168,46
WISCONSIN,MIDWEST,MADISON,2011,240573,413,7238,1,16,167,255,3812,629,3046,168,48
WISCONSIN,MIDWEST,MADISON,2012,245384,421,7383,1,15,174,261,3888,647,3194,169,50
WISCONSIN,MIDWEST,MILWAUKEE,2008,602131,3458,35873,33,94,1411,2035,18225,3085,12327,3390,147
WISCONSIN,MIDWEST,MILWAUKEE,2009,602131,3056,31422,39,112,1365,1687,16266,2667,10832,2530,156
WISCONSIN,MIDWEST,MILWAUKEE,2010,614174,3117,32051,40,112,1474,1641,17548,2934,11706,2393,157
WISCONSIN,MIDWEST,MILWAUKEE,2011,626457,3179,32692,41,113,1547,1739,16597,2747,11382,2584,158
WISCONSIN,MIDWEST,MILWAUKEE,2012,638986,3243,33345,42,117,1534,1807,17427,2857,12065,2587,163
